,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
161,Johnny Austin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6.7,0.0,0.3,2.5,6.4,2.5,3.5,,,1.6,1.4,,,7.6,45,,113,301,.375,0,11,.000,113,290,.390,.375,114,156,.731,,,71,62,,,340,,9.3,.460,0.3,0.5,0.9,.056,,,,
162,Ken Austin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.9,0.0,0.0,0.9,1.9,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.1,1.7,7,0,6,13,.462,0,0,,6,13,.462,.462,0,0,,2,1,3,1,1,1,12,,5.6,.462,0.0,0.0,0.0,-0.046,-4.7,-0.2,-4.9,0.0
163,Deni Avdija,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6.6,1.0,3.1,1.8,3.4,1.0,1.3,0.5,4.5,5.1,1.7,0.7,0.4,7.6,136,40,380,891,.426,135,427,.316,245,464,.528,.502,132,181,.729,74,613,687,230,91,59,1027,,10.0,.529,0.5,3.1,3.6,.054,-2.7,0.4,-2.3,-0.2
164,Anthony Avent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.7,0.0,0.0,2.3,5.7,0.9,1.4,1.6,2.9,4.5,0.8,0.5,0.6,5.6,352,156,814,2019,.403,0,2,.000,814,2017,.404,.403,330,481,.686,560,1024,1584,278,166,211,1958,,8.8,.439,-5.8,6.2,0.3,.002,-4.7,-1.1,-5.7,-6.4
165,Bird Averitt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8,11.8,0.2,1.0,4.6,11.1,2.4,3.3,0.5,1.3,1.9,2.9,0.9,0.2,12.1,366,,1743,4303,.405,56,225,.249,1687,4078,.414,.412,892,1200,.743,187,493,680,1078,325,55,4434,,12.5,.459,-3.8,7.7,3.9,.023,-1.8,-1.1,-2.9,-1.9
166,William Avery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.9,0.3,1.1,0.7,1.8,0.5,0.6,0.1,0.5,0.7,1.4,0.2,0.0,2.7,142,1,137,415,.330,40,157,.255,97,258,.376,.378,65,91,.714,17,76,93,199,34,6,379,,7.3,.416,-1.5,0.7,-0.9,-0.034,-3.8,-1.9,-5.6,-1.1
167,Dennis Awtrey,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9,4.1,0.0,0.0,1.9,4.1,1.0,1.6,1.3,2.9,4.6,2.0,0.4,0.3,4.8,733,3,1382,3009,.459,0,0,,1382,3009,.459,.459,752,1154,.652,703,1514,3342,1467,186,182,3516,,10.5,.500,6.2,16.2,22.4,.076,-1.5,0.4,-1.1,2.2
168,Joel Ayayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.3,7,0,1,6,.167,0,1,.000,1,5,.200,.167,0,0,,1,2,3,4,0,0,2,,3.4,.167,0.0,0.0,0.0,-0.098,-4.3,-1.7,-6.0,0.0
169,Gustavo Ayón,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,3.9,0.0,0.0,2.1,3.9,0.5,1.0,1.4,3.0,4.4,1.3,0.7,0.5,4.7,135,41,284,530,.536,0,1,.000,284,529,.537,.536,67,133,.504,188,401,589,173,100,73,635,,14.7,.539,1.9,3.2,5.1,.109,-1.5,1.9,0.4,1.4
170,Jeff Ayres,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.2,0.0,0.0,1.2,2.2,0.5,0.6,0.8,1.8,2.7,0.4,0.2,0.3,2.9,237,15,287,519,.553,2,5,.400,285,514,.554,.555,114,147,.776,196,436,632,99,37,66,690,,12.4,.591,2.8,3.6,6.3,.131,-2.9,0.6,-2.3,-0.2
171,Deandre Ayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,12.0,0.1,0.2,7.1,11.7,1.9,2.5,3.2,7.4,10.5,1.6,0.7,1.0,16.3,236,229,1691,2822,.599,14,56,.250,1677,2766,.606,.602,447,593,.754,747,1738,2485,380,168,246,3843,,20.7,.623,15.1,9.5,24.6,.163,1.4,-0.2,1.1,5.7
172,Kelenna Azubuike,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,8.4,1.0,2.5,2.8,5.9,1.8,2.3,1.2,2.8,4.0,1.1,0.6,0.5,10.5,208,84,802,1748,.459,210,514,.409,592,1234,.480,.519,364,473,.770,257,572,829,230,130,103,2178,,14.3,.557,7.1,2.2,9.3,.088,0.6,-1.2,-0.6,1.8
173,Udoka Azubuike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.8,0.0,0.0,1.3,1.8,0.4,0.7,0.7,1.9,2.6,0.0,0.1,0.5,3.0,32,6,41,58,.707,0,0,,41,58,.707,.707,14,21,.667,22,62,84,0,2,15,96,,15.9,.714,0.4,0.4,0.8,.148,-2.6,0.7,-2.0,0.0
174,Chris Babb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0.4,1.9,0.1,0.2,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,1.6,14,0,8,30,.267,6,27,.222,2,3,.667,.367,0,0,,4,13,17,3,6,0,22,,3.7,.367,-0.1,0.1,0.0,-0.008,-6.0,-0.1,-6.1,-0.1
175,Luke Babbitt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.2,1.0,2.6,0.7,1.6,0.3,0.4,0.3,1.9,2.2,0.6,0.2,0.2,4.8,381,107,650,1593,.408,394,979,.402,256,614,.417,.532,124,166,.747,111,735,846,224,89,58,1818,,10.1,.546,3.9,3.3,7.2,.065,-1.2,-1.0,-2.1,-0.1
176,Miloš Babić,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.5,0.0,0.0,0.6,1.5,0.6,1.0,0.4,0.6,1.0,0.5,0.1,0.0,1.8,21,0,12,32,.375,0,0,,12,32,.375,.375,13,20,.650,8,12,20,10,2,1,37,,10.9,.453,-0.1,0.1,-0.1,-0.028,-3.4,-2.5,-5.9,-0.1
177,Johnny Bach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.5,,,,,1.5,2.2,,,,0.7,,,3.5,34,,34,119,.286,,,,,,,,51,75,.680,,,,25,,,119,,,.391,0.4,0.4,0.8,,,,,
178,Dwayne Bacon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6.9,0.6,2.0,2.1,4.9,1.1,1.4,0.3,2.3,2.6,1.1,0.5,0.1,7.3,207,80,571,1419,.402,127,404,.314,444,1015,.437,.447,234,300,.780,58,479,537,230,96,14,1503,,8.9,.485,-1.4,2.2,0.8,.010,-4.0,-1.1,-5.1,-3.1
179,Henry Bacon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.5,0.0,0.2,1.2,3.3,0.9,1.6,0.9,0.9,1.7,0.8,,,3.5,47,,60,164,.366,2,10,.200,58,154,.377,.372,44,73,.603,40,42,82,38,,,166,,4.3,.423,-0.7,0.5,-0.1,-0.016,,,,
180,Jim Baechtold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9.0,,,,,2.8,3.5,,,3.1,2.1,,,9.7,321,,1117,2876,.388,,,,,,,,889,1135,.783,,,1009,685,,,3123,,13.2,.463,10.6,4.2,14.8,.086,,,,
181,Dalibor Bagarić,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.8,0.0,0.0,1.0,2.8,0.6,1.1,0.9,1.6,2.5,0.4,0.3,0.5,2.6,95,0,97,269,.361,0,2,.000,97,267,.363,.361,57,102,.559,84,154,238,37,29,43,251,,7.0,.400,-1.8,0.9,-0.9,-0.043,-6.6,-1.4,-7.9,-1.5
182,John Bagley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,8.1,0.2,0.7,3.4,7.4,1.5,1.9,0.6,2.0,2.6,6.0,1.1,0.1,8.7,665,401,2359,5398,.437,114,473,.241,2245,4925,.456,.448,970,1245,.779,413,1316,1729,3980,755,54,5802,3,13.0,.488,2.8,13.9,16.6,.047,-0.4,-0.5,-0.9,4.5
183,Marvin Bagley III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,10.9,0.6,1.9,4.9,9.0,2.1,3.2,2.4,5.0,7.4,0.9,0.5,0.7,13.6,166,77,906,1809,.501,94,323,.291,812,1486,.546,.527,350,528,.663,402,822,1224,151,82,110,2256,,17.1,.553,4.0,3.3,7.3,.085,-0.2,-1.9,-2.1,-0.1
184,Carl Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,2,,-6.8,1.000,0.0,0.0,0.0,-0.268,-5.0,-0.1,-5.1,0.0
185,Gus Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.6,0.1,0.1,1.1,2.6,0.5,1.0,0.6,1.0,1.7,1.1,0.4,0.3,2.6,147,,156,384,.406,1,1,1.000,155,383,.405,.408,76,149,.510,95,149,244,168,56,43,389,,11.3,.433,-0.4,1.2,0.8,.029,-1.6,0.7,-0.9,0.4
186,James Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,7.1,0.0,0.0,3.4,7.1,1.9,2.8,1.7,3.3,5.0,0.8,0.5,0.9,8.8,595,105,2045,4228,.484,1,13,.077,2044,4215,.485,.484,1155,1644,.703,1010,1978,2988,488,305,521,5246,,13.0,.530,1.4,14.9,16.3,.067,-2.9,0.0,-2.9,-2.6
187,Thurl Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,10.8,0.0,0.0,5.1,10.8,2.5,3.1,1.4,3.7,5.1,1.4,0.5,1.2,12.8,928,229,4753,10056,.473,4,35,.114,4749,10021,.474,.473,2324,2863,.812,1304,3414,4718,1298,435,1086,11834,,14.3,.523,15.0,30.1,45.0,.087,-0.6,-0.3,-0.9,6.9
188,Toby Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.1,0.0,0.2,1.2,2.9,0.7,1.1,0.7,1.0,1.7,0.6,0.3,0.1,3.3,73,12,92,226,.407,3,15,.200,89,211,.422,.414,54,78,.692,50,76,126,43,22,6,241,,11.0,.463,0.2,0.8,1.0,.072,-2.8,-0.7,-3.5,-0.3
